Watershed_ID;Source;Name;Official_ID;Centroid_Lat_deg_N;Centroid_Lon_deg_E;Drainage_Area_km2;Drainage_Area_GSIM_km2;Flag_GSIM_boundaries;Flag_Artificial_Boundaries;Elevation_m;Slope_deg;Gravelius;Perimeter;Flag_Shape_Extraction;Aspect_deg;Flag_Terrain_Extraction;Land_Use_Forest_frac;Land_Use_Grass_frac;Land_Use_Wetland_frac;Land_Use_Water_frac;Land_Use_Urban_frac;Land_Use_Shrubs_frac;Land_Use_Crops_frac;Land_Use_Snow_Ice_frac;Flag_Land_Use_Extraction;Permeability_logk_m2;Porosity_frac;Flag_Subsoil_Extraction
97;HYDAT;SOUTHWEST BROOK NEAR MIDDLETON;01CB014;46.33472;-63.63417;23.4;NaN;0;1;34.1;1.5351;NaN;NaN;0;237.4959;1;0;0;0;0;0;0;1;0;1;NaN;NaN;0
98;HYDAT;CAPE TRAVERSE RIVER AT CARLETON;01CB015;46.25667;-63.65556;6.89;NaN;0;1;13.7;0.7718;NaN;NaN;0;165.2912;1;0;0.4737;0;0;0.4211;0;0.1053;0;1;NaN;NaN;0
99;HYDAT;WRIGHTS CREEK NEAR AVONLEA ROAD;01CC004;46.27583;-63.11194;2.41;NaN;0;1;20.5;1.7064;NaN;NaN;0;113.1561;1;0;0;0;0;0;0;1;0;1;NaN;NaN;0
100;HYDAT;WEST RIVER AT RIVERDALE;01CC005;46.23139;-63.35108;70.3337;NaN;0;0;80.9;3.6447;1.4877;44.205;1;121.4593;1;0.4811;0.0325;0.0074;0.0002;0.0484;0.0213;0.4091;0;1;-15.1999998092651;0.189999997615814;1
101;HYDAT;BEAR RIVER AT ST. MARGARETS;01CD005;46.45314;-62.38233;15.3296;NaN;0;0;49.4;1.0828;1.7284;23.973;1;308.6921;1;0.8527;0.0173;0.0009;0.0011;0.0166;0.0161;0.0953;0;1;-15.1999998092651;0.189999997615814;1
102;HYDAT;BRUDENELL RIVER NEAR BRUDENELL;01CE003;46.20056;-62.64944;36;NaN;0;1;32.7;1.2649;NaN;NaN;0;98.5141;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
103;HYDAT;BRUDENELL RIVER AT BRUDENELL;01CE004;46.20194;-62.65639;33.1;NaN;0;1;35.2;1.3213;NaN;NaN;0;98.8887;1;0;0;0;0;0;0;1;0;1;NaN;NaN;0
104;HYDAT;MONTAGUE RIVER NEAR HEAD OF MONTAGUE;01CE005;46.15528;-62.72611;44.4;NaN;0;1;49.2;1.7108;NaN;NaN;0;84.6807;1;0.3571;0;0;0;0;0;0.6429;0;1;NaN;NaN;0
105;HYDAT;CORNWALLIS RIVER AT CAMBRIDGE STATION;01DD002;45.06478;-64.63533;91.327;NaN;0;0;73.7;2.1865;1.5691;53.264;1;107.8646;1;0.3282;0.0364;0.0062;0.0012;0.0931;0.0374;0.4975;0;1;-13.2611110702394;0.217619053738576;1
106;HYDAT;SHARPE BROOK AT LLOYDS;01DD004;45.025;-64.63722;8.81;NaN;0;1;128.1;3.6861;NaN;NaN;0;320.5105;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
107;HYDAT;NORTH BROOK AT SHEFFIELD MILLS;01DD005;45.15056;-64.475;14.6391;NaN;0;0;56.6;3.3344;1.3548;18.411;1;156.1907;1;0.3297;0.0467;0.005;0.0025;0.0591;0.0217;0.5353;0;1;-14.6857141313099;0.170952379703522;1
108;HYDAT;BEAVERBANK RIVER NEAR KINSAC;01DG003;44.85111;-63.66389;96.5075;NaN;0;0;123.8;2.4995;1.5158;52.919;1;99.7265;1;0.7288;0.0568;0.0237;0.0619;0.0967;0.032;0;0;1;-13.544776119403;0.230820902748339;1
109;HYDAT;SHUBENACADIE RIVER AT ENFIELD;01DG006;44.93194;-63.53444;389;412.2891;1;0;85.2;2.4416;2.1372;149.115;1;295.5575;1;0.6453;0.0517;0.0139;0.1217;0.1286;0.0362;0.0025;0;1;-13.6716418088372;0.216735081166835;1
110;HYDAT;SALMON RIVER AT MURRAY;01DH002;45.36917;-63.21544;363;379.7195;1;0;166.7;2.6011;1.9579;142.007;1;238.1288;1;0.6924;0.1207;0.0339;0.0057;0.0761;0.0456;0.0255;0;1;-14.8667801218504;0.178143099420014;1
111;HYDAT;FRASER BROOK NEAR ARCHIBALD;01DH003;45.34306;-63.16806;10.1;NaN;0;1;140.6;3.019;NaN;NaN;0;0.3715;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
112;HYDAT;FIVE ISLANDS RIVER NEAR BRITISH LAKE;01DJ004;45.53556;-64.01528;8.81;NaN;0;1;277.3;2.0331;NaN;NaN;0;225.0822;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
113;HYDAT;GREAT VILLAGE RIVER NEAR SCRABBLE HILL;01DJ005;45.43822;-63.598;88.4299;NaN;0;0;222.5;4.0458;1.3716;45.771;1;154.8063;1;0.7427;0.1328;0.0257;0.0006;0.0547;0.0304;0.0132;0;1;-14.3841668526332;0.081499999916802;1
114;HYDAT;KELLEY RIVER (MILL CREEK) AT EIGHT MILE FORD;01DL001;45.58681;-64.45069;66.7891;NaN;0;0;108;1.7311;1.4147;41.026;1;102.1216;1;0.8773;0.0098;0.0519;0;0.041;0.02;0;0;1;-15.1999998092651;0.189999997615814;1
115;HYDAT;WALLACE RIVER AT WENTWORTH CENTRE;01DN004;45.67833;-63.55972;298;295.2271;1;0;174.1;4.4893;1.4325;62.592;1;319.2697;1;0.7956;0.0821;0.0182;0.0074;0.0324;0.0407;0.0235;0;1;-14.1199052819709;0.115118484017196;1
116;HYDAT;ROARING RIVER AT WESTCHESTER STATION;01DN006;45.61861;-63.66417;43;NaN;0;1;145.1;3.4712;NaN;NaN;0;321.8459;1;0.3333;0;0.6667;0;0;0;0;0;1;NaN;NaN;0
117;HYDAT;WEST RIVER PHILIP AT COLLINGWOOD CORNER;01DN008;45.60667;-63.93417;46.9;NaN;0;1;134.4;5.0652;NaN;NaN;0;346.6202;1;0.4211;0;0;0;0.5789;0;0;0;1;NaN;NaN;0
118;HYDAT;RIVER JOHN AT WELSFORD;01DO001;45.72833;-63.0525;249;245.6218;1;0;117.7;2.9625;1.6472;101.279;1;335.0512;1;0.7104;0.0826;0.0195;0.0068;0.0454;0.0417;0.0935;0;1;-14.1446008503157;0.176690142138253;1
119;HYDAT;MIDDLE RIVER OF PICTOU AT ROCKLIN;01DP004;45.49739;-62.78019;94.2688;NaN;0;0;161.1;3.3809;1.5045;51.845;1;12.5264;1;0.7871;0.0716;0.0155;0.0028;0.0569;0.0423;0.0238;0;1;-15.1999998092651;0.189999997615814;1
120;HYDAT;SOUTH RIVER AT ST. ANDREWS;01DR001;45.55972;-61.90364;181.1664;NaN;0;0;110;3.1406;1.7213;82.222;1;269.1009;1;0.7653;0.0599;0.0192;0.0195;0.0463;0.0351;0.0546;0;1;-14.8976094295304;0.186215138975605;1
121;HYDAT;ROSEWAY RIVER AT LOWER OHIO;01EC001;43.83736;-65.36911;496.8623;NaN;0;0;111.6;1.2025;1.7631;139.933;1;141.6126;1;0.8418;0.0097;0.0299;0.0771;0.0131;0.0284;0;0;1;-14.7216941017276;0.085052006383929;1
122;HYDAT;BLUE HILL BOG BROOK NEAR JORDAN FALLS;01EC002;43.82833;-65.19472;22.8;NaN;0;1;43.3;1.0862;NaN;NaN;0;184.5442;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
123;HYDAT;MERSEY RIVER BELOW GEORGE LAKE;01ED005;44.33314;-65.20508;721.0334;NaN;0;0;148.9;1.5153;2.018;192.743;1;119.292;1;0.797;0.042;0.0115;0.0971;0.0242;0.0264;0.0019;0;1;-14.4822224588105;0.071626263243532;1
124;HYDAT;MERSEY RIVER BELOW MILL FALLS;01ED007;44.43678;-65.22186;287.443;NaN;0;0;177.4;1.5783;1.6416;98.975;1;154.383;1;0.7658;0.0844;0.0097;0.0801;0.0417;0.0182;0.0002;0;1;-14.2949752232537;0.019773868946873;1
125;HYDAT;BEAVERSKIN BROOK AT BEAVERSKIN LAKE;01ED008;44.305;-65.33639;1.09;NaN;0;1;120.8;1.158;NaN;NaN;0;27.215;1;0.2857;0;0;0.7143;0;0;0;0;1;NaN;NaN;0
126;HYDAT;ROGERS BROOK NEAR JAKES LANDING;01ED009;44.44611;-65.21667;8.74;NaN;0;1;123.2;2.1024;NaN;NaN;0;189.6615;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
127;HYDAT;ROGERS BROOK NEAR GRAFTON ROAD;01ED010;44.42694;-65.21528;1.4;NaN;0;1;126.8;2.5303;NaN;NaN;0;214.4796;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
128;HYDAT;SHELBURNE RIVER AT POLLARD'S FALLS BRIDGE;01ED013;44.21542;-65.24142;275.6975;NaN;0;0;134.1;1.2096;1.7084;100.956;1;67.7262;1;0.8101;0.0144;0.0331;0.1088;0.0066;0.0269;0;0;1;-14.233333597901;0.066290323622525;1
129;HYDAT;MOOSE PIT BROOK AT TUPPER LAKE;01EE005;44.46183;-65.04778;15.3486;NaN;0;0;143.7;2.0321;1.3197;18.393;1;213.991;1;0.8321;0.0567;0.0377;0;0.0423;0.0313;0;0;1;-15.6157896142257;0.079473682434151;1
130;HYDAT;WHITEBURN BROOK BELOW POLLOCK LAKE;01EE007;44.35278;-65.09083;9.49;NaN;0;1;119;2.0141;NaN;NaN;0;61.295;1;0.5;0;0;0;0;0;0.5;0;1;NaN;NaN;0
131;HYDAT;LAHAVE RIVER AT WEST NORTHFIELD;01EF001;44.44744;-64.59119;1251.0514;NaN;0;0;173.3;2.0952;1.5828;199.039;1;138.339;1;0.791;0.0358;0.0114;0.0604;0.0448;0.0301;0.0264;0;1;-14.3139213685923;0.068335267734604;1
132;HYDAT;GOLD RIVER AT MOSHER'S FALLS;01EG002;44.56444;-64.35167;370;367.272;1;0;162.2;2.1579;1.7721;125.166;1;110.4594;1;0.7746;0.0514;0.0317;0.0541;0.0435;0.0293;0.015;0;1;-13.9282572195071;0.038825689051129;1
133;HYDAT;EAST RIVER AT ST. MARGARETS BAY;01EH003;44.685;-63.87167;26.9;NaN;0;1;56.2;2.6467;NaN;NaN;0;215.9519;1;0.1429;0.4286;0;0;0;0.4286;0;0;1;NaN;NaN;0
134;HYDAT;SACKVILLE RIVER AT BEDFORD;01EJ001;44.73153;-63.66044;149.0319;NaN;0;0;109.3;2.3918;1.847;80.144;1;103.2676;1;0.6442;0.0514;0.0377;0.0485;0.185;0.0324;0.0007;0;1;-14.2584541062802;0.204057975847652;1
135;HYDAT;KEARNEY RUN AT MILLVIEW;01EJ002;44.71389;-63.68139;36;NaN;0;1;48.2;2.8774;NaN;NaN;0;64.111;1;0;0.35;0;0;0.65;0;0;0;1;NaN;NaN;0
136;HYDAT;LITTLE SACKVILLE RIVER AT MIDDLE SACKVILLE;01EJ004;44.76447;-63.6875;12.0012;NaN;0;0;86.4;3.2221;1.5422;18.993;1;102.1226;1;0.3744;0.0469;0.0141;0.0133;0.5374;0.012;0.0019;0;1;-16.5;0.119999997317791;1
137;HYDAT;MCINTOSH RUN AT OLD SAMBRO ROAD;01EJ006;44.61333;-63.62306;13.9;NaN;0;1;74;2.2116;NaN;NaN;0;35.3552;1;0.7143;0;0;0;0.2857;0;0;0;1;NaN;NaN;0
138;HYDAT;LITTLE WEST RIVER NEAR SHEET HARBOUR;01EM002;44.90111;-62.56083;45.8;NaN;0;1;42.5;2.8512;NaN;NaN;0;154.1174;1;0;0;1;0;0;0;0;0;1;NaN;NaN;0
139;HYDAT;LISCOMB RIVER AT LISCOMB MILLS;01EN002;45.015;-62.09583;389;376.5015;1;0;119.7;1.6704;1.9683;138.882;1;120.5229;1;0.7122;0.0777;0.0913;0.0508;0.0209;0.0451;0;0;1;-12.8238095328921;0.253095247605372;1
140;HYDAT;HALFWAY BROOK NEAR SHEET HARBOUR;01EN003;44.90389;-62.45444;16.9;NaN;0;1;44.9;1.7968;NaN;NaN;0;188.8903;1;0.9474;0;0.0526;0;0;0;0;0;1;NaN;NaN;0
141;HYDAT;ST. MARYS RIVER AT STILLWATER;01EO001;45.17439;-61.97992;1341.5062;NaN;0;0;139.5;2.4591;2.539;330.128;1;125.1428;1;0.7761;0.0834;0.0322;0.0306;0.0403;0.03;0.0075;0;1;-14.5649489353116;0.167589908827674;1
142;HYDAT;CLAM HARBOUR RIVER NEAR BIRCHTOWN;01ER001;45.46833;-61.46;45.1;NaN;0;1;98.4;1.938;NaN;NaN;0;141.9625;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
143;HYDAT;ST. FRANCIS RIVER AT GOOSE HARBOUR LAKE;01ER002;45.53417;-61.41667;23.8;NaN;0;1;144.3;1.3264;NaN;NaN;0;191.6226;1;0;0;1;0;0;0;0;0;1;NaN;NaN;0
144;HYDAT;RIVER INHABITANTS AT GLENORA;01FA001;45.72025;-61.28611;194.0039;NaN;0;0;129.6;3.7902;1.4899;73.6;1;110.6683;1;0.8786;0.0305;0.0127;0.0021;0.0406;0.0127;0.0227;0;1;-14.6816850529486;0.113736262940716;1
145;HYDAT;NORTHEAST MARGAREE RIVER AT MARGAREE VALLEY;01FB001;46.36897;-60.97528;366.0081;NaN;0;0;365.2;7.4828;1.63;110.44;1;211.799;1;0.9056;0.0444;0.0051;0.0026;0.0281;0.0128;0.0015;0;1;-13.783527368723;0.046124031705883;1
146;HYDAT;SOUTHWEST MARGAREE RIVER NEAR UPPER MARGAREE;01FB003;46.22311;-61.13692;360.3085;NaN;0;0;171.8;4.7513;1.4831;99.767;1;221.5318;1;0.7555;0.0283;0.0043;0.161;0.0267;0.0132;0.0109;0;1;-13.9848722821369;0.184636545464514;1
147;HYDAT;APRIL BROOK AT GILLISDALE;01FB005;46.23139;-61.14167;6.22;NaN;0;1;110;6.9056;NaN;NaN;0;79.0453;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
148;HYDAT;LAKE O'LAW BROOK AT EGYPT ROAD;01FB006;46.31472;-60.97306;37.8;NaN;0;1;137;7.2337;NaN;NaN;0;259.5655;1;0.8571;0;0;0;0;0.1429;0;0;1;NaN;NaN;0
149;HYDAT;CHETICAMP RIVER BELOW CHETICAMP LAKE;01FC001;46.65111;-60.66306;49.2;NaN;0;1;479.7;1.6126;NaN;NaN;0;124.5455;1;0.9474;0.0526;0;0;0;0;0;0;1;NaN;NaN;0
150;HYDAT;WRECK COVE BROOK NEAR WRECK COVE;01FD001;46.52306;-60.42222;31;NaN;0;1;79.8;5.9041;NaN;NaN;0;86.7811;1;0;0;0;0;0;0;0;0;1;NaN;NaN;0
151;HYDAT;MIDDLE RIVER AT MACLENNANS CROSS;01FF001;46.19;-60.94181;121.1549;NaN;0;0;327;6.992;1.9346;75.446;1;159.3406;1;0.8934;0.05;0.0056;0;0.0244;0.02;0.0065;0;1;-14.0623531565947;0.056117647009737;1
152;HYDAT;RIVER DENYS AT BIG MARSH;01FG001;45.89369;-61.20475;16.6406;NaN;0;0;172.8;5.7715;1.6091;23.276;1;137.4481;1;0.8555;0.0896;0.0034;0;0.021;0.0184;0.012;0;1;-13.9000001160995;0.096956522730382;1
153;HYDAT;MACASKILLS BROOK NEAR BIRCH GROVE;01FJ002;46.11789;-60.00467;16.93;NaN;0;0;62.3;1.3134;1.5057;21.961;1;84.9509;1;0.9075;0.0081;0.0376;0.0272;0.0168;0.0027;0;0;1;-15.1999998092651;0.189999997615814;1
154;HYDAT;FIFES BROOK NEAR MILL POND;01FJ006;46.30083;-60.36583;34.3;NaN;0;1;32.9;1.6711;NaN;NaN;0;329.1931;1;0;0;0;0;0;0;0;0;1;NaN;NaN;0
155;HYDAT;PIGEON RIVER AT MIDDLE FALLS;02AA001;48.01222;-89.61611;1550;1541.84;1;0;479.9;4.0737;1.7898;247.359;1;155.5365;1;0.6743;0.0184;0.0694;0.1204;0.0291;0.0884;0;0;1;-14.1877788123438;0.092194470012001;1
156;HYDAT;PINE RIVER NEAR CROOKS;02AA002;48.07222;-89.53333;389;382.9898;1;0;375.1;5.0591;1.634;119.236;1;164.2941;1;0.8115;0.0172;0.0035;0.0223;0.0333;0.0908;0.0215;0;1;-15.3407643312102;0.111305731615633;1
157;HYDAT;NEEBING RIVER NEAR THUNDER BAY;02AB008;48.38339;-89.30656;212.1547;NaN;0;0;295.6;1.3351;1.5717;80.815;1;151.2879;1;0.6077;0.0087;0.0158;0.0018;0.0598;0.0749;0.2312;0;1;-15.5533762192803;0.10964630100385;1
158;HYDAT;NORTH CURRENT RIVER NEAR THUNDER BAY;02AB014;48.51956;-89.17503;104.6978;NaN;0;0;451.1;3.5813;2.2724;82.066;1;205.3474;1;0.7365;0.0479;0.0128;0.0471;0.023;0.1319;0.0009;0;1;-13.8071898541419;0.028169935252639;1
159;HYDAT;WHITEFISH RIVER AT NOLALU;02AB017;48.29211;-89.80986;225.8112;NaN;0;0;484.8;3.0372;1.8367;97.453;1;139.7824;1;0.7566;0.022;0.0149;0.0101;0.0321;0.1384;0.0259;0;1;-15.1095239775521;0.069047617969946;1
160;HYDAT;MCVICAR CREEK AT THUNDER BAY;02AB019;48.4492;-89.21861;45.6287;NaN;0;0;332.1;2.2802;1.7011;40.563;1;142.467;1;0.744;0.0063;0.0074;0.0054;0.1469;0.0572;0.0328;0;1;-14.7823530926424;0.081176470499486;1
161;HYDAT;CURRENT RIVER AT STEPSTONE;02AB021;48.56244;-89.24067;406.8376;NaN;0;0;470.9;2.9398;2.1786;155.068;1;258.1096;1;0.7364;0.0592;0.0157;0.0528;0.0062;0.1295;0.0002;0;1;-14.0601332623301;0.011993355352889;1
162;HYDAT;CORBETT CREEK NEAR MURILLO;02AB022;48.42862;-89.54563;42.5708;NaN;0;0;388.8;2.2284;1.6997;39.149;1;175.8971;1;0.6742;0.0142;0.0022;0.0035;0.0312;0.0484;0.2263;0;1;-12.6600000063578;0.089666669970999;1
163;HYDAT;SLATE RIVER NEAR THUNDER BAY;02AB023;48.32576;-89.40421;180.8832;NaN;0;0;301.2;3.2915;1.8033;85.638;1;71.5492;1;0.5703;0.0075;0.0034;0.0038;0.0327;0.0497;0.3325;0;1;-15.1315789473684;0.109736841564116;1
164;HYDAT;NEEBING RIVER NEAR INTOLA;02AB024;48.44281;-89.35776;54.2052;NaN;0;0;383.4;2.3325;1.7364;45.13;1;158.5334;1;0.7871;0.0063;0.0122;0.0049;0.0347;0.062;0.0927;0;1;-13.2493671224087;0.087468356719311;1
165;HYDAT;WOLF RIVER AT HIGHWAY NO. 17;02AC001;48.82169;-88.53461;726.3915;NaN;0;0;388;2.5669;2.1863;207.882;1;59.6234;1;0.7551;0.0184;0.0048;0.062;0.0269;0.1323;0.0005;0;1;-13.199631163115;0.123099635616357;1
166;HYDAT;BLACK STURGEON RIVER AT HIGHWAY NO. 17;02AC002;48.90422;-88.37686;2623.5194;NaN;0;0;362.5;2.496;2.7188;491.169;1;79.5753;1;0.7199;0.0242;0.0099;0.0847;0.0115;0.1498;0;0;1;-12.9793651705819;0.112713777728634;1
167;HYDAT;BLACKWATER RIVER AT BEARDMORE;02AD010;49.59761;-87.96544;651.9126;NaN;0;0;382.2;2.0301;2.1505;193.563;1;321.9615;1;0.8449;0.0029;0.015;0.0482;0.0097;0.0793;0;0;1;-14.6126787969671;0.165541921197561;1
168;HYDAT;GRAVEL RIVER NEAR CAVERS;02AE001;48.926;-87.69019;607.9788;NaN;0;0;444.5;4.9066;3.1875;277.21;1;202.3985;1;0.8246;0.003;0.0043;0.0879;0.0053;0.0749;0;0;1;-14.1000003814697;0.009999999776483;1
169;HYDAT;STEEL RIVER NEAR TERRACE BAY;02BA002;48.77778;-86.88444;1190;1240.858;1;0;379.5;3.9464;2.2203;272.243;1;118.9208;1;0.5708;0.0619;0.0143;0.0903;0.007;0.2557;0;0;1;-14.0267860633986;0.017857142815566;1
170;HYDAT;LITTLE PIC RIVER NEAR COLDWELL;02BA003;48.84911;-86.60722;1324.1737;NaN;0;0;328.1;3.3858;2.8481;365.555;1;160.5109;1;0.7822;0.0176;0.01;0.0754;0.004;0.1108;0;0;1;-14.0243411325296;0.014259634845518;1
171;HYDAT;WHITESAND RIVER ABOVE SCHREIBER AT MINOVA MINE;02BA005;48.97811;-87.37678;10.8141;NaN;0;0;506;3.7837;1.4632;16.978;1;248.5912;1;0.5695;0.0074;0.0099;0.0785;0.0002;0.3343;0;0;1;-12.9000000953674;0.07000000262633;1
172;HYDAT;STEEL RIVER BELOW SANTOY LAKE;02BA006;48.81371;-86.85934;1187.003;NaN;0;0;379.3;4.0306;2.7952;339.649;1;120.4664;1;0.5725;0.0618;0.0139;0.091;0.0066;0.2541;0;0;1;-14.0044796261248;0.019249720056724;1
173;HYDAT;BLACK RIVER NEAR MARATHON;02BB002;48.68889;-86.2125;1980;2157.726;1;0;336.8;2.8572;1.7607;290.062;1;214.9464;1;0.8457;0.0093;0.0204;0.0599;0.0052;0.0596;0;0;1;-13.949460992387;0.034979969350899;1
174;HYDAT;PIC RIVER NEAR MARATHON;02BB003;48.77408;-86.29661;4221.7367;NaN;0;0;330;2.8495;3.2829;752.184;1;212.8814;1;0.7158;0.0347;0.0158;0.0573;0.0032;0.1731;0;0;1;-14.037087147737;0.025707733620765;1
175;HYDAT;PUKASKWA RIVER AT PUKASKWA NATIONAL PARK;02BC005;48.06092;-85.80336;533;550.4228;1;0;447.2;4.7746;2.1396;170.838;1;168.2127;1;0.8877;0.0025;0.0045;0.0433;0.0018;0.0603;0;0;1;-14.0502706398835;0.012486486381071;1
176;HYDAT;PUKASKWA RIVER BELOW FOX RIVER;02BC006;48.16039;-85.73092;407.3774;NaN;0;0;465.2;4.9061;2.2813;162.588;1;227.5891;1;0.8744;0.003;0.0047;0.0469;0.0023;0.0687;0;0;1;-14.0250839756484;0.013745819352393;1
177;HYDAT;BATCHAWANA RIVER NEAR BATCHAWANA;02BF001;47.00353;-84.51556;1227.6381;NaN;0;0;437.7;5.4805;2.9311;363.228;1;217.0013;1;0.8509;0.0119;0.0081;0.0537;0.0252;0.0503;0;0;1;-13.5998302748087;0.066545867389606;1
178;HYDAT;GOULAIS RIVER NEAR SEARCHMONT;02BF002;46.86094;-83.97181;1138.6729;NaN;0;0;480.6;4.8343;2.3745;283.48;1;197.5601;1;0.8798;0.0011;0.0074;0.0698;0.0183;0.0237;0;0;1;-13.9130039861351;0.023223443451464;1
179;HYDAT;BENNET CREEK AT SAULT STE. MARIE;02BF003;46.53139;-84.3975;18.6;NaN;0;1;192.4;0.8275;NaN;NaN;0;140.1251;1;0.95;0;0;0;0;0.05;0;0;1;NaN;NaN;0
180;HYDAT;BIG CARP RIVER NEAR SAULT STE. MARIE;02BF004;46.51589;-84.46518;50.9764;NaN;0;0;272.4;2.3315;1.9711;49.836;1;137.7273;1;0.7756;0.0128;0.0162;0.0199;0.0314;0.0534;0.0907;0;1;-14.4864866669114;0.073243242260572;1
181;HYDAT;NORBERG CREEK (SITE A) ABOVE BATCHAWANA RIVER;02BF005;47.06253;-84.43072;10.3576;NaN;0;0;429.9;7.8568;1.4732;16.778;1;206.8793;1;0.7526;0;0;0.1203;0.0372;0.0898;0;0;1;-12.5;0.090000003576279;1
182;HYDAT;NORBERG CREEK (SITE B) AT OUTLET OF TURKEY LAKE;02BF006;47.05053;-84.41278;8.0309;NaN;0;0;433.1;6.9547;1.7884;17.936;1;201.3239;1;0.7483;0;0;0.1535;0.029;0.0692;0;0;1;-12.5;0.090000003576279;1
183;HYDAT;NORBERG CREEK (SITE C) AT OUTLET OF LITTLE TURKEY LAKE;02BF007;47.04472;-84.41025;5.0464;NaN;0;0;455.9;7.2971;1.8086;14.38;1;219.5259;1;0.7868;0;0;0.1158;0.0352;0.0622;0;0;1;-12.5;0.090000003576279;1
184;HYDAT;NORBERG CREEK (SITE D) BELOW WISHART LAKE;02BF008;47.04625;-84.40319;3.6162;NaN;0;0;479.5;7.6723;1.6413;11.049;1;197.7638;1;0.8255;0;0;0.0942;0.0352;0.0451;0;0;1;-12.5;0.090000003576279;1
185;HYDAT;NORBERG CREEK (SITE E) BELOW BATCHAWANA LAKE;02BF009;47.05778;-84.4;2.0435;NaN;0;0;517.4;7.1689;1.3741;6.957;1;197.6541;1;0.8882;0;0;0.0631;0.0293;0.0194;0;0;1;-12.5;0.090000003576279;1
186;HYDAT;ROOT RIVER AT SAULT STE. MARIE;02CA002;46.56286;-84.28169;108.493;NaN;0;0;345;3.793;2.2367;82.489;1;150.9711;1;0.7991;0.0149;0.0211;0.0521;0.0485;0.0533;0.0109;0;1;-13.9107597508008;0.073670887612278;1
187;HYDAT;AUBINADONG RIVER ABOVE SESABIC CREEK;02CB003;46.96842;-83.41686;1451.6638;NaN;0;0;485.3;4.5218;2.0266;273.093;1;122.1179;1;0.89;0.0026;0.0043;0.0741;0.0107;0.0182;0;0;1;-14.1000003814697;0.009999999776483;1
188;HYDAT;SERPENT RIVER ABOVE QUIRKE LAKE;02CD006;46.51158;-82.60028;157.0763;NaN;0;0;399.9;3.5292;1.9445;86.305;1;145.0564;1;0.6636;0.0033;0.0151;0.261;0.0185;0.0385;0;0;1;-14.0366070696286;0.18758928789092;1
189;HYDAT;LITTLE NORDIC CREEK AT ELLIOT LAKE;02CD007;46.35333;-82.64361;4.58;NaN;0;1;306;3.8328;NaN;NaN;0;179.432;1;0.5789;0;0;0;0.4211;0;0;0;1;NaN;NaN;0
190;HYDAT;MINISTIC CREEK ABOVE AGNEW LAKE;02CE007;46.42957;-81.60033;40.6;NaN;0;1;311.4;3.7924;NaN;NaN;0;169.6366;1;0.2632;0.7368;0;0;0;0;0;0;1;NaN;NaN;0
191;HYDAT;MINISTIC CREEK NEAR AGNEW LAKE MINE;02CE103;46.40833;-81.57778;41.2;NaN;0;1;284;3.5155;NaN;NaN;0;150.5436;1;1;0;0;0;0;0;0;0;1;NaN;NaN;0
192;HYDAT;WHITSON RIVER AT CHELMSFORD;02CF007;46.58336;-81.19911;277.4628;NaN;0;0;295.8;1.3651;2.2548;132.983;1;207.7749;1;0.4873;0.0372;0.0299;0.0349;0.0767;0.1833;0.1506;0;1;-14.669521425473;0.126171283456743;1
193;HYDAT;WHITSON RIVER AT VAL CARON;02CF008;46.61017;-81.03297;197.4138;NaN;0;0;300.8;1.6206;1.8591;92.487;1;224.7739;1;0.4831;0.0434;0.0352;0.0452;0.0859;0.2337;0.0735;0;1;-14.4880702570865;0.105508771172741;1
194;HYDAT;VERMILION RIVER NEAR VAL CARON;02CF011;46.68544;-81.00925;680.4289;NaN;0;0;398.9;3.0208;2.6654;246.027;1;147.6802;1;0.8481;0.0083;0.0151;0.0908;0.0125;0.0237;0.0015;0;1;-14.0816974396111;0.096850716009934;1
195;HYDAT;JUNCTION CREEK BELOW KELLEY LAKE;02CF012;46.42731;-81.09844;198.796;NaN;0;0;276.6;2.1255;2.1251;106.113;1;164.0391;1;0.2028;0.0702;0.0154;0.1227;0.3088;0.2802;0;0;1;-12.5914285932268;0.212071436962911;1
196;HYDAT;VERMILION RIVER NEAR CAPREOL;02CF100;46.715;-80.95028;635;627.4488;1;0;401.1;3.0335;1.9204;177.977;1;149.9215;1;0.8483;0.0084;0.0157;0.0925;0.012;0.0225;0.0006;0;1;-14.0637667371892;0.094892528455251;1
197;HYDAT;BLUE JAY CREEK NEAR TEHKUMMAH;02CG003;45.65169;-81.98661;12.5028;NaN;0;0;237.2;1.7417;1.4674;18.41;1;212.0976;1;0.6149;0;0;0;0.0284;0.0283;0.3283;0;1;-15.1999998092651;0.189999997615814;1
198;HYDAT;STURGEON RIVER AT UPPER GOOSE FALLS;02DC012;46.97025;-80.45878;955.9964;NaN;0;0;386.2;3.959;3.0009;328.172;1;152.6904;1;0.8823;0.0023;0.0162;0.0816;0.0073;0.0104;0;0;1;-14.7299853634453;0.156142648019363;1
